PersonID,FinancialID,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt-to-Income_Ratio_(%),Assets_Value,Previous_Defaults,Risk_Rating,,,,
2779,2779,101171,746,33368,Home,Unemployed,0,Fair,35,170018,3,Medium,,,,
2780,2780,69933,699,8159,Business,Employed,15,Poor,52,278656,4,Medium,,,,
2781,2781,69933,741,7319,Home,Unemployed,1,Poor,42,238284,2,Low,,,,
2782,2782,94130,617,32124,Home,Employed,2,Excellent,56,159741,2,Low,,,,
2783,2783,37986,704,27029,Business,Self-employed,17,Poor,10,166714,2,Low,,,,
2784,2784,69933,741,31291,Auto,Employed,12,Poor,19,243900,4,Low,,,,
2785,2785,69933,783,16329,Auto,Employed,16,Poor,35,244487,2,Medium,,,,
2786,2786,66612,686,45583,Personal,Employed,7,Excellent,11,32208,4,Low,,,,
2787,2787,54296,688,18432,Personal,Employed,18,Good,13,145527,1,Low,,,,
2788,2788,69933,699,14515,Business,Unemployed,1,Excellent,30,41906,2,Low,,,,
2789,2789,52799,791,16677,Auto,Unemployed,11,Poor,23,159741,2,Low,,,,
2790,2790,89563,722,6331,Home,Employed,17,Good,15,65227,3,Low,,,,
2791,2791,40407,699,16957,Home,Unemployed,5,Good,32,273704,1,Medium,,,,
2792,2792,118994,636,17254,Auto,Self-employed,13,Good,46,120646,4,Medium,,,,
2793,2793,94289,746,41806,Business,Unemployed,9,Good,49,110057,4,Low,,,,
2794,2794,33706,700,21272,Auto,Unemployed,15,Good,48,25596,2,Medium,,,,
2795,2795,57190,699,27450,Home,Self-employed,16,Fair,43,191626,2,Low,,,,
2796,2796,43237,698,9165,Business,Employed,17,Excellent,16,162761,3,Medium,,,,
2797,2797,77924,699,27450,Auto,Employed,8,Good,28,25738,2,Low,,,,
2798,2798,69933,666,9819,Personal,Employed,5,Good,31,222379,0,Low,,,,
2799,2799,113885,758,45431,Home,Employed,2,Excellent,42,65753,3,Low,,,,
2800,2800,69933,720,29432,Auto,Self-employed,10,Poor,19,254084,1,Medium,,,,
2801,2801,69933,728,9985,Business,Unemployed,10,Fair,37,126741,2,High,,,,
2802,2802,41162,646,47191,Home,Unemployed,0,Excellent,42,116129,2,High,,,,
2803,2803,63401,635,40030,Personal,Employed,4,Poor,49,200753,2,Low,,,,
2804,2804,30384,699,14766,Personal,Employed,8,Poor,18,159741,2,Low,,,,
2805,2805,108148,633,23508,Home,Unemployed,8,Fair,20,259766,0,Medium,,,,
2806,2806,74911,664,27450,Auto,Self-employed,17,Good,12,168268,3,Medium,,,,
2807,2807,69933,651,27450,Personal,Employed,14,Poor,32,156321,0,Low,,,,
2808,2808,69933,772,43187,Business,Employed,16,Excellent,45,171389,3,Low,,,,
2809,2809,69933,699,30929,Auto,Self-employed,1,Excellent,21,287533,4,Low,,,,
2810,2810,103967,668,8513,Business,Employed,1,Excellent,39,139932,1,Medium,,,,
2811,2811,116969,694,5465,Personal,Employed,2,Poor,14,155501,2,Medium,,,,
2812,2812,69933,625,16304,Auto,Self-employed,19,Poor,22,135256,3,High,,,,
2813,2813,24163,753,14362,Auto,Employed,19,Excellent,30,116590,4,High,,,,
2814,2814,59913,793,46664,Business,Employed,11,Excellent,38,159741,4,Low,,,,
2815,2815,78906,657,29796,Auto,Unemployed,4,Fair,17,149758,2,Low,,,,
2816,2816,81742,645,7162,Personal,Self-employed,6,Good,55,159741,2,Low,,,,
2817,2817,111434,699,16736,Personal,Unemployed,0,Good,27,113304,3,Low,,,,
2818,2818,44660,688,19474,Home,Unemployed,14,Excellent,13,290916,4,Medium,,,,
2819,2819,44806,756,5565,Auto,Self-employed,1,Good,18,40603,2,High,,,,
2820,2820,105523,664,23710,Personal,Employed,13,Good,42,91365,2,Low,,,,
2821,2821,69933,778,47342,Auto,Self-employed,16,Excellent,35,226002,3,Low,,,,
2822,2822,105807,730,26131,Personal,Unemployed,13,Good,19,202969,2,Medium,,,,
2823,2823,92043,609,9274,Home,Unemployed,10,Good,13,104422,0,Low,,,,
2824,2824,87381,617,12611,Personal,Employed,17,Poor,47,241773,0,Low,,,,
2825,2825,107938,630,27450,Business,Unemployed,16,Excellent,28,239088,1,Low,,,,
2826,2826,44791,720,27450,Auto,Self-employed,9,Good,11,201162,4,Medium,,,,
2827,2827,29496,699,44766,Business,Employed,3,Excellent,29,189989,3,Low,,,,
2828,2828,61132,700,5654,Home,Employed,18,Poor,34,246098,1,High,,,,
2829,2829,42161,714,27450,Home,Employed,7,Fair,30,72775,2,Low,,,,
2830,2830,118833,750,12087,Home,Unemployed,0,Poor,40,115796,3,Low,,,,
2831,2831,91826,699,27450,Business,Employed,6,Poor,28,185558,2,High,,,,
2832,2832,69933,786,12531,Personal,Employed,18,Excellent,15,104280,0,Medium,,,,
2833,2833,102299,699,29983,Home,Self-employed,1,Good,19,87603,1,High,,,,
2834,2834,56726,665,7275,Business,Employed,18,Good,13,36002,2,Medium,,,,
2835,2835,105381,631,49073,Home,Employed,3,Good,48,294640,2,Medium,,,,
2836,2836,33133,613,29616,Personal,Unemployed,18,Excellent,31,159741,0,High,,,,
2837,2837,69933,657,29662,Personal,Unemployed,16,Good,52,128615,0,Low,,,,
2838,2838,33065,634,48272,Home,Self-employed,13,Fair,37,129573,1,Medium,,,,
2839,2839,59979,689,27450,Auto,Employed,0,Good,38,97011,0,Low,,,,
2840,2840,26800,731,46575,Home,Self-employed,17,Fair,27,170870,1,Low,,,,
2841,2841,21620,760,21882,Auto,Self-employed,7,Fair,22,121171,0,Low,,,,
2842,2842,39307,631,42994,Auto,Unemployed,19,Excellent,24,143189,2,Medium,,,,
2843,2843,115001,652,25286,Personal,Unemployed,7,Excellent,37,63368,2,Low,,,,
2844,2844,105641,768,35759,Auto,Employed,4,Poor,46,290309,2,Low,,,,
2845,2845,69933,716,27450,Personal,Unemployed,5,Poor,49,64176,3,Low,,,,
2846,2846,69933,699,27450,Auto,Employed,2,Poor,39,33992,1,Medium,,,,
2847,2847,32501,789,28289,Personal,Unemployed,4,Poor,20,251867,1,Medium,,,,
2848,2848,78639,707,13554,Personal,Employed,17,Excellent,18,271003,3,Medium,,,,
2849,2849,93967,712,19887,Business,Self-employed,6,Good,59,159741,1,Low,,,,
2850,2850,69933,771,5740,Home,Unemployed,16,Excellent,50,229756,3,Low,,,,
2851,2851,60821,600,6571,Auto,Self-employed,15,Good,36,56937,0,Low,,,,
2852,2852,46038,610,27450,Business,Unemployed,15,Fair,32,94914,2,High,,,,
2853,2853,82110,768,27450,Business,Self-employed,13,Excellent,35,265876,4,Low,,,,
2854,2854,73516,699,39091,Home,Unemployed,18,Excellent,41,23746,0,Low,,,,
2855,2855,103003,775,27450,Home,Employed,4,Fair,51,159741,4,Medium,,,,
2856,2856,69933,629,31730,Auto,Employed,19,Good,20,159741,4,High,,,,
2857,2857,36108,654,47629,Personal,Employed,10,Excellent,55,159077,0,Low,,,,
2858,2858,69933,768,28318,Home,Self-employed,0,Poor,57,223966,2,Low,,,,
2859,2859,45832,710,27450,Personal,Self-employed,6,Fair,42,24836,3,Low,,,,
2860,2860,105312,622,42011,Personal,Unemployed,18,Poor,34,191572,2,High,,,,
2861,2861,97755,714,47459,Business,Unemployed,4,Good,20,263004,0,Low,,,,
2862,2862,72890,729,44683,Personal,Self-employed,15,Good,21,43986,0,Low,,,,
2863,2863,38268,784,18878,Home,Self-employed,11,Poor,53,150597,1,Low,,,,
2864,2864,56527,603,45719,Auto,Employed,1,Poor,11,159741,3,Low,,,,
2865,2865,115773,675,27450,Personal,Self-employed,19,Fair,39,106602,3,Low,,,,
2866,2866,69933,626,49881,Personal,Employed,6,Fair,27,55380,2,Medium,,,,
2867,2867,89926,699,44876,Home,Unemployed,4,Excellent,53,89374,1,Low,,,,
2868,2868,34987,677,7301,Personal,Employed,12,Poor,39,160851,2,Medium,,,,
2869,2869,90030,690,43194,Business,Employed,12,Good,44,124972,0,High,,,,
2870,2870,72249,697,6492,Personal,Employed,4,Excellent,29,159741,0,Low,,,,
2871,2871,69933,602,27450,Personal,Employed,1,Excellent,43,74448,1,Low,,,,
2872,2872,29179,691,16771,Personal,Self-employed,2,Excellent,59,159741,3,Medium,,,,
2873,2873,102168,790,13869,Home,Employed,0,Poor,58,166313,1,Low,,,,
2874,2874,117686,701,30563,Personal,Self-employed,17,Good,59,66595,1,Low,,,,
2875,2875,108602,799,5332,Auto,Employed,11,Poor,19,76312,4,Medium,,,,
2876,2876,97318,769,7002,Personal,Employed,4,Poor,24,159741,1,Low,,,,
2877,2877,69933,770,27450,Personal,Employed,8,Poor,42,245428,2,Low,,,,
2878,2878,42555,680,34695,Home,Employed,4,Excellent,45,159741,2,Low,,,,
2879,2879,112222,737,33130,Home,Employed,11,Excellent,43,245334,4,High,,,,
2880,2880,23346,600,27450,Personal,Self-employed,0,Fair,59,159741,1,Medium,,,,
2881,2881,116669,782,28263,Auto,Employed,14,Excellent,36,288793,2,Low,,,,
2882,2882,50268,764,19040,Business,Unemployed,19,Poor,60,124363,2,Medium,,,,
2883,2883,80044,706,8392,Auto,Self-employed,6,Poor,51,187417,2,Low,,,,
2884,2884,31377,690,26570,Home,Unemployed,16,Good,40,111597,0,Low,,,,
2885,2885,105977,699,36285,Personal,Self-employed,11,Good,10,228883,1,Medium,,,,
2886,2886,89070,699,18488,Personal,Employed,11,Excellent,56,53198,1,Low,,,,
2887,2887,72748,711,27450,Home,Unemployed,5,Good,20,190518,2,Low,,,,
2888,2888,39750,649,12139,Auto,Employed,19,Fair,41,106118,2,High,,,,
2889,2889,92195,661,17862,Personal,Unemployed,13,Excellent,49,159741,2,High,,,,
2890,2890,115515,718,45789,Personal,Unemployed,12,Fair,32,159741,0,Medium,,,,
2891,2891,116093,723,42926,Home,Self-employed,4,Fair,21,40257,2,Medium,,,,
2892,2892,88283,720,27450,Auto,Employed,10,Excellent,11,108752,3,Low,,,,
2893,2893,89541,662,27450,Home,Self-employed,9,Excellent,40,274820,4,Low,,,,
2894,2894,108509,701,27450,Business,Self-employed,16,Poor,17,219044,4,High,,,,
2895,2895,90480,699,23125,Personal,Employed,4,Excellent,33,113249,4,Medium,,,,
2896,2896,46671,791,12092,Auto,Employed,2,Fair,12,105478,1,Low,,,,
2897,2897,75210,629,46073,Auto,Self-employed,1,Poor,25,150556,0,Medium,,,,
2898,2898,69933,642,19497,Business,Employed,1,Poor,60,227148,3,Low,,,,
2899,2899,69933,704,26636,Business,Employed,16,Fair,12,159741,2,Low,,,,
2900,2900,39623,782,9214,Home,Self-employed,3,Good,34,193342,0,Medium,,,,
2901,2901,25988,727,27450,Home,Employed,8,Excellent,46,141156,3,Medium,,,,
2902,2902,38722,699,32686,Auto,Unemployed,13,Excellent,49,159741,2,Low,,,,
2903,2903,65221,763,44264,Home,Unemployed,9,Excellent,30,196053,2,High,,,,
2904,2904,37907,699,39055,Personal,Unemployed,8,Good,16,159741,0,Low,,,,
2905,2905,115833,734,6488,Auto,Employed,4,Excellent,23,26634,2,Medium,,,,
2906,2906,69933,637,18682,Personal,Unemployed,16,Fair,12,175387,0,Low,,,,
2907,2907,109364,668,15281,Auto,Unemployed,16,Good,17,296493,2,Low,,,,
2908,2908,20185,670,37897,Business,Employed,8,Poor,34,258954,4,Medium,,,,
2909,2909,79379,774,27450,Business,Employed,1,Good,37,253816,3,High,,,,
2910,2910,28469,635,27982,Home,Unemployed,1,Good,58,168066,3,Low,,,,
2911,2911,20888,699,27450,Auto,Unemployed,2,Excellent,28,237983,3,Low,,,,
2912,2912,30002,614,36736,Home,Self-employed,16,Poor,43,146180,1,Low,,,,
2913,2913,117192,689,21888,Business,Self-employed,2,Excellent,37,159741,2,Medium,,,,
2914,2914,112199,647,42982,Home,Employed,13,Fair,11,228001,1,Low,,,,
2915,2915,95955,618,27450,Home,Unemployed,6,Excellent,41,262852,3,Low,,,,
2916,2916,39121,641,40720,Auto,Unemployed,9,Fair,56,142231,3,High,,,,
2917,2917,69933,626,7215,Auto,Employed,3,Poor,46,154315,4,Low,,,,
2918,2918,29033,648,42112,Personal,Self-employed,1,Excellent,31,88385,2,Medium,,,,
2919,2919,88637,724,40076,Personal,Self-employed,19,Fair,46,104810,2,High,,,,
2920,2920,103130,690,27450,Business,Unemployed,5,Good,55,68019,2,Low,,,,
2921,2921,70806,600,22018,Business,Self-employed,9,Good,48,78437,3,Medium,,,,
2922,2922,80098,692,24119,Auto,Self-employed,16,Good,40,274489,2,Low,,,,
2923,2923,69933,732,27450,Business,Unemployed,15,Poor,32,146107,3,Low,,,,
2924,2924,69933,650,27450,Business,Self-employed,2,Excellent,55,220671,4,Low,,,,
2925,2925,114711,684,43402,Auto,Employed,12,Poor,24,159741,4,Low,,,,
2926,2926,45482,699,28707,Personal,Employed,10,Fair,29,138642,2,Medium,,,,
2927,2927,73812,735,6562,Home,Employed,0,Good,48,153107,2,Medium,,,,
2928,2928,56380,758,40216,Personal,Self-employed,6,Excellent,15,179718,0,High,,,,
2929,2929,82934,699,45686,Home,Employed,6,Excellent,58,100471,2,Medium,,,,
2930,2930,62637,782,5785,Home,Employed,9,Excellent,44,274121,3,Low,,,,
2931,2931,35977,715,18554,Auto,Self-employed,12,Excellent,58,159741,3,Low,,,,
2932,2932,117417,690,31631,Personal,Employed,8,Excellent,11,115543,0,Low,,,,
2933,2933,77872,761,23358,Business,Unemployed,19,Poor,20,151650,4,Medium,,,,
2934,2934,36127,701,40624,Home,Employed,3,Excellent,41,32098,4,Medium,,,,
2935,2935,55985,683,43661,Personal,Employed,13,Fair,44,247277,4,Low,,,,
2936,2936,118979,777,38566,Home,Self-employed,2,Good,41,75226,0,Low,,,,
2937,2937,32741,675,7917,Business,Self-employed,19,Excellent,38,133868,2,Medium,,,,
2938,2938,104600,612,45506,Personal,Self-employed,2,Poor,32,232364,0,Low,,,,
2939,2939,100880,704,16656,Auto,Unemployed,13,Good,15,121449,3,Low,,,,
2940,2940,84796,670,42344,Home,Unemployed,3,Good,49,173406,1,Low,,,,
2941,2941,65984,781,23723,Home,Unemployed,7,Excellent,19,37657,2,Medium,,,,
2942,2942,40932,775,48703,Personal,Employed,18,Fair,31,176305,2,Low,,,,
2943,2943,30935,668,29987,Auto,Self-employed,0,Good,44,148136,2,Medium,,,,
2944,2944,106348,611,16284,Home,Employed,12,Good,28,281924,1,Low,,,,
2945,2945,42880,661,27450,Business,Unemployed,1,Excellent,27,159741,3,Low,,,,
2946,2946,93396,607,29464,Home,Employed,16,Fair,19,151725,2,Medium,,,,
2947,2947,102307,799,11302,Auto,Self-employed,15,Excellent,45,215528,2,Low,,,,
2948,2948,48805,737,13853,Business,Employed,6,Poor,28,149468,1,Low,,,,
2949,2949,44318,712,40535,Personal,Unemployed,8,Good,12,178284,4,Medium,,,,
2950,2950,86473,758,22117,Auto,Unemployed,11,Good,19,222848,3,High,,,,
2951,2951,110703,609,27450,Personal,Self-employed,0,Excellent,54,152265,4,Low,,,,
2952,2952,91521,725,41269,Home,Self-employed,13,Fair,53,159741,2,High,,,,
2953,2953,69933,612,34278,Business,Unemployed,0,Poor,10,159741,4,Medium,,,,
2954,2954,98347,624,41759,Auto,Employed,13,Poor,15,124813,0,High,,,,
2955,2955,90345,779,23181,Home,Self-employed,12,Fair,22,273425,1,Medium,,,,
2956,2956,70325,762,48903,Business,Self-employed,18,Fair,14,69319,0,Low,,,,
2957,2957,31955,684,43989,Business,Unemployed,12,Poor,34,93732,2,Medium,,,,
2958,2958,112301,635,6446,Auto,Employed,10,Good,21,159741,1,High,,,,
2959,2959,41865,752,38445,Auto,Unemployed,19,Good,47,23278,3,Medium,,,,
2960,2960,66806,699,12993,Home,Self-employed,17,Fair,17,136414,2,Low,,,,
2961,2961,114182,788,29990,Business,Self-employed,8,Excellent,41,109842,4,Low,,,,
2962,2962,102318,620,34290,Home,Unemployed,3,Fair,29,79526,2,Low,,,,
2963,2963,50161,625,35934,Business,Unemployed,0,Excellent,50,159741,0,Low,,,,
2964,2964,24942,706,45673,Personal,Unemployed,11,Good,41,159741,2,Low,,,,
2965,2965,89254,742,32817,Personal,Unemployed,11,Excellent,42,76648,2,Low,,,,
2966,2966,101454,762,16768,Personal,Unemployed,0,Poor,16,59293,3,Medium,,,,
2967,2967,115192,767,39562,Personal,Employed,18,Fair,17,240199,0,Low,,,,
2968,2968,92468,613,44035,Personal,Unemployed,5,Fair,35,194785,4,Low,,,,
2969,2969,26107,634,5340,Personal,Unemployed,4,Poor,49,126173,2,Low,,,,
2970,2970,111253,701,42411,Home,Self-employed,12,Fair,21,159741,2,Low,,,,
2971,2971,38773,601,27450,Business,Employed,5,Excellent,24,59199,2,Medium,,,,
2972,2972,60148,701,21173,Home,Unemployed,8,Excellent,57,242488,2,Low,,,,
2973,2973,53743,639,27450,Personal,Employed,1,Poor,33,263904,2,Medium,,,,
2974,2974,60730,766,18024,Personal,Self-employed,10,Excellent,44,156665,0,High,,,,
2975,2975,84736,750,40252,Business,Employed,0,Excellent,30,106637,2,Low,,,,
2976,2976,63043,699,26655,Business,Unemployed,18,Fair,20,77939,1,Medium,,,,
2977,2977,78209,756,38755,Home,Unemployed,13,Fair,14,194063,1,Low,,,,
2978,2978,83202,699,20349,Personal,Self-employed,16,Fair,11,216630,0,Low,,,,
2979,2979,117368,699,49838,Personal,Self-employed,10,Excellent,57,146030,2,Medium,,,,
2980,2980,112064,688,10974,Home,Self-employed,15,Fair,34,81989,0,Medium,,,,
2981,2981,82103,689,35465,Auto,Self-employed,16,Fair,59,297612,1,Low,,,,
2982,2982,52788,793,40354,Business,Employed,2,Poor,27,160676,3,Low,,,,
2983,2983,72365,699,48758,Auto,Self-employed,2,Good,30,159741,0,Medium,,,,
2984,2984,106934,663,6604,Business,Unemployed,15,Poor,30,179799,0,High,,,,
2985,2985,38316,699,41320,Personal,Unemployed,2,Poor,54,70812,3,Low,,,,
2986,2986,28002,683,46364,Personal,Self-employed,12,Poor,44,228557,2,Medium,,,,
2987,2987,68110,740,38122,Auto,Unemployed,5,Poor,51,37388,2,Low,,,,
2988,2988,118097,699,18243,Auto,Unemployed,14,Good,59,95468,3,Medium,,,,
2989,2989,63805,795,7989,Business,Unemployed,11,Good,24,129977,2,Low,,,,
2990,2990,109666,669,39599,Business,Unemployed,3,Poor,50,204446,1,Medium,,,,
2991,2991,26677,751,14708,Business,Employed,7,Good,57,43175,2,Low,,,,
2992,2992,77993,674,41634,Business,Employed,16,Poor,18,297870,2,Medium,,,,
2993,2993,107638,675,20023,Business,Unemployed,18,Fair,27,185101,2,High,,,,
2994,2994,77367,725,40654,Auto,Self-employed,2,Good,53,101337,1,Medium,,,,
2995,2995,65520,631,7489,Auto,Unemployed,3,Fair,32,138398,2,Low,,,,
2996,2996,98411,662,12402,Business,Employed,2,Fair,29,88620,2,Low,,,,
2997,2997,114440,793,7385,Home,Unemployed,4,Poor,26,123055,2,Medium,,,,
2998,2998,24019,699,7818,Auto,Employed,14,Good,21,36394,4,Medium,,,,
2999,2999,69933,798,9971,Home,Unemployed,17,Excellent,55,252169,3,High,,,,
3000,3000,31360,779,27450,Business,Employed,3,Fair,30,49934,1,High,,,,
3001,3001,23487,679,37928,Business,Employed,16,Good,55,287466,0,Low,,,,
3002,3002,100543,646,27450,Auto,Self-employed,12,Fair,38,283375,2,Low,,,,
3003,3003,96202,614,35214,Business,Self-employed,2,Excellent,11,83968,0,Low,,,,
3004,3004,69933,608,6243,Personal,Self-employed,11,Fair,48,196619,2,Low,,,,
3005,3005,69681,678,38486,Auto,Employed,5,Poor,32,263478,3,Medium,,,,
3006,3006,83872,699,11124,Auto,Employed,13,Fair,52,297429,3,High,,,,
3007,3007,61798,653,16048,Auto,Employed,5,Fair,42,30769,0,High,,,,
3008,3008,69933,616,32855,Business,Employed,13,Good,17,216226,1,Low,,,,
3009,3009,78951,615,5741,Business,Unemployed,13,Good,39,163358,2,Low,,,,
3010,3010,69933,748,15750,Personal,Self-employed,3,Good,40,159741,2,Low,,,,
3011,3011,115341,667,43640,Business,Employed,4,Good,56,98873,3,Low,,,,
3012,3012,85158,657,27450,Personal,Self-employed,1,Excellent,43,167569,4,Low,,,,
3013,3013,80658,636,31185,Auto,Self-employed,15,Excellent,35,159741,2,Low,,,,
3014,3014,89225,722,27450,Auto,Employed,17,Poor,17,78267,0,Medium,,,,
3015,3015,115204,795,27450,Personal,Employed,17,Good,48,268185,4,High,,,,
3016,3016,96286,616,40806,Personal,Unemployed,11,Good,22,191862,2,Low,,,,
3017,3017,84877,794,42741,Business,Employed,2,Good,17,145375,1,Medium,,,,
3018,3018,100138,628,43006,Business,Self-employed,2,Fair,14,117558,2,Medium,,,,
3019,3019,69933,676,42601,Home,Self-employed,13,Good,47,241321,0,Low,,,,
3020,3020,47702,606,19471,Personal,Employed,8,Fair,46,236777,4,Medium,,,,
3021,3021,69933,760,15422,Personal,Employed,1,Good,13,159741,2,High,,,,
3022,3022,91129,733,28923,Business,Self-employed,14,Poor,36,167719,1,Medium,,,,
3023,3023,46570,699,10925,Auto,Unemployed,13,Poor,19,270245,0,Low,,,,
3024,3024,106643,777,20627,Personal,Unemployed,4,Poor,13,187132,2,Low,,,,
3025,3025,33901,722,27450,Auto,Self-employed,6,Excellent,44,176859,2,Medium,,,,
3026,3026,23260,675,32826,Home,Unemployed,15,Fair,52,157830,3,Low,,,,
3027,3027,96028,628,33670,Auto,Employed,14,Excellent,26,226070,0,High,,,,
3028,3028,106181,791,41748,Personal,Self-employed,1,Good,13,125555,3,Medium,,,,
3029,3029,109686,721,29569,Personal,Self-employed,6,Poor,28,159741,2,High,,,,
3030,3030,39861,607,16292,Business,Self-employed,11,Fair,58,102529,2,Low,,,,
3031,3031,44325,759,8667,Personal,Employed,17,Fair,18,116520,0,Medium,,,,
3032,3032,69933,699,12184,Business,Self-employed,17,Fair,21,48730,1,Medium,,,,
3033,3033,38243,768,6526,Home,Employed,11,Excellent,40,71650,1,Low,,,,
3034,3034,50331,743,19996,Home,Unemployed,5,Fair,45,125622,2,Medium,,,,
3035,3035,109622,644,19008,Business,Unemployed,13,Good,35,113344,4,Low,,,,
3036,3036,62732,618,36682,Personal,Self-employed,8,Excellent,29,159741,2,Low,,,,
3037,3037,77874,699,27450,Home,Employed,10,Excellent,59,251874,1,Low,,,,
3038,3038,46597,620,42293,Personal,Self-employed,7,Good,35,137565,2,Low,,,,
3039,3039,117739,732,36335,Personal,Self-employed,18,Poor,53,203932,2,Medium,,,,
3040,3040,72483,774,39729,Personal,Unemployed,5,Excellent,13,203978,4,High,,,,
3041,3041,102862,731,13175,Home,Unemployed,15,Poor,45,258169,4,Low,,,,
3042,3042,107340,722,17072,Business,Self-employed,18,Excellent,52,44099,4,Medium,,,,
3043,3043,118637,629,32447,Personal,Self-employed,11,Poor,22,58746,2,High,,,,
3044,3044,110502,655,39218,Auto,Self-employed,1,Good,44,285565,4,Low,,,,
3045,3045,37458,623,20297,Auto,Employed,14,Good,52,265360,3,Low,,,,
3046,3046,111713,699,10632,Auto,Self-employed,16,Good,46,123551,0,Low,,,,
3047,3047,79507,739,39825,Home,Unemployed,8,Fair,27,114379,3,Low,,,,
3048,3048,69933,642,15027,Business,Employed,7,Fair,51,78364,2,High,,,,
3049,3049,93673,699,31492,Personal,Self-employed,1,Excellent,37,96273,0,High,,,,
3050,3050,78973,711,13293,Auto,Self-employed,10,Good,31,168134,4,Low,,,,
3051,3051,40642,699,37279,Home,Self-employed,11,Good,28,160529,1,Medium,,,,
3052,3052,69933,789,41382,Personal,Unemployed,9,Good,37,277052,4,Low,,,,
3053,3053,81717,766,27450,Home,Unemployed,6,Fair,54,117049,1,Low,,,,
3054,3054,108281,705,27450,Personal,Unemployed,9,Excellent,28,119508,3,Low,,,,
3055,3055,50029,735,41000,Auto,Employed,6,Poor,37,36542,2,Low,,,,
3056,3056,41292,627,38343,Home,Self-employed,8,Fair,52,224860,0,Low,,,,
