PersonID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Marital_Status_Change
1260,60,Non-binary,Master's,Widowed,0,Schneiderhaven,CO,Montenegro,2
1261,42,Non-binary,Bachelor's,Married,4,Kristinashire,WY,Sierra Leone,0
1262,30,Male,High School,Widowed,3,New Maria,NV,Pakistan,2
1263,49,Female,Master's,Widowed,0,New Derek,PW,Mexico,1
1264,55,Female,Master's,Widowed,1,Jamesview,WV,Svalbard & Jan Mayen Islands,1
1265,29,Female,High School,Married,2,Newtonshire,PW,Chile,0
1266,52,Female,Master's,Married,2,Andrewburgh,ME,Antarctica (the territory South of 60 deg S),1
1267,55,Non-binary,Master's,Married,1,Port Monique,MN,Lesotho,2
1268,25,Non-binary,Master's,Married,2,Cantrellview,SC,Antigua and Barbuda,0
1269,28,Male,Master's,Divorced,2,Port Denisefort,AR,Western Sahara,2
1270,52,Male,Bachelor's,Divorced,2,North Bethanychester,AS,Bahrain,0
1271,33,Female,High School,Married,3,Dianaburgh,PR,Swaziland,2
1272,62,Non-binary,PhD,Widowed,2,Porterport,SC,Jordan,2
1273,41,Male,Bachelor's,Divorced,3,North Robintown,OK,Sweden,0
1274,39,Non-binary,PhD,Divorced,1,Lewisport,PR,Papua New Guinea,0
1275,54,Non-binary,PhD,Married,1,Thompsonport,MA,Heard Island and McDonald Islands,1
1276,19,Male,High School,Divorced,4,New Andrew,KS,Papua New Guinea,0
1277,51,Male,PhD,Widowed,2,Nicolefurt,CO,Ghana,0
1278,19,Male,Bachelor's,Widowed,4,Port Sandra,VA,Lesotho,0
1279,32,Female,High School,Divorced,4,Lewisside,WY,Sudan,0
1280,35,Non-binary,Bachelor's,Single,2,East Donaldville,KS,Saint Kitts and Nevis,2
1281,22,Non-binary,Master's,Widowed,2,Cannonshire,GU,Libyan Arab Jamahiriya,1
1282,62,Female,PhD,Divorced,2,Deanberg,AZ,Bhutan,1
1283,57,Non-binary,Master's,Divorced,2,Port Ericmouth,LA,Ukraine,1
1284,39,Male,PhD,Widowed,1,Austinland,GA,French Polynesia,0
1285,55,Male,Bachelor's,Married,3,Angelafurt,PA,Cameroon,1
1286,42,Non-binary,Bachelor's,Divorced,1,New Jason,AL,Guernsey,2
1287,38,Female,Bachelor's,Divorced,1,Rogersfurt,MA,Maldives,1
1288,68,Female,Bachelor's,Single,1,North Jacquelineville,HI,Iraq,2
1289,33,Non-binary,PhD,Widowed,2,South Michelle,MT,Italy,0
1290,21,Non-binary,PhD,Single,1,East Gregory,GU,Mauritius,0
1291,20,Female,PhD,Single,3,Daleview,RI,Thailand,0
1292,31,Non-binary,High School,Widowed,1,Jacobburgh,MT,El Salvador,0
1293,19,Non-binary,Master's,Single,2,Patelhaven,GA,French Polynesia,0
1294,51,Female,High School,Divorced,1,Johnhaven,OR,Slovenia,1
1295,57,Female,Master's,Divorced,2,Nathanshire,VT,Tunisia,0
1296,45,Non-binary,Master's,Widowed,1,New Robin,CA,Georgia,2
1297,46,Male,Bachelor's,Widowed,2,Cynthiaville,TN,Portugal,1
1298,40,Non-binary,Bachelor's,Single,1,New Paulmouth,ME,Romania,2
1299,26,Male,Bachelor's,Married,3,West Linda,UT,Nigeria,1
1300,19,Non-binary,Master's,Married,1,Perezton,KS,Kazakhstan,1
1301,25,Male,Master's,Married,2,North Tracyview,CO,Dominica,1
1302,18,Female,Bachelor's,Single,3,West Jonathanland,DE,Bulgaria,1
1303,25,Male,PhD,Widowed,0,Kathyshire,NJ,Bahrain,0
1304,22,Female,Master's,Single,4,Christinemouth,MS,Portugal,1
1305,25,Male,High School,Married,2,North Anthonyfurt,MO,Djibouti,2
1306,43,Male,Bachelor's,Divorced,4,Sharpland,LA,Nauru,0
1307,24,Non-binary,Master's,Widowed,2,West Andrew,VI,Mongolia,1
1308,54,Male,Bachelor's,Married,4,Holmesmouth,GA,Ghana,2
1309,56,Non-binary,PhD,Divorced,3,Taylorburgh,NJ,Croatia,1
1310,47,Non-binary,High School,Divorced,3,Kennethville,CO,Faroe Islands,0
1311,38,Male,High School,Single,2,Mccormickville,MP,Greece,1
1312,51,Male,PhD,Divorced,1,South Daniel,IL,Turkey,0
1313,45,Male,High School,Divorced,2,East Allenfort,WI,Svalbard & Jan Mayen Islands,1
1314,65,Female,PhD,Divorced,1,Rosalesbury,TN,Zambia,2
1315,62,Female,Master's,Single,3,Maryburgh,DE,Lithuania,2
1316,35,Non-binary,PhD,Married,2,East Lacey,ME,Bermuda,2
1317,36,Non-binary,Bachelor's,Single,4,Jamesstad,OH,Holy See (Vatican City State),0
1318,67,Female,PhD,Widowed,1,East Samuel,PA,Bolivia,0
1319,58,Male,PhD,Divorced,2,West Sarahhaven,MN,Cape Verde,2
1320,63,Female,Bachelor's,Divorced,4,Burgessbury,NM,Syrian Arab Republic,1
1321,56,Female,High School,Married,1,Harrischester,MT,Niger,2
1322,61,Non-binary,Bachelor's,Married,1,Thompsonmouth,ID,Reunion,1
1323,61,Non-binary,Master's,Married,2,North Troy,VI,Western Sahara,1
1324,42,Male,Bachelor's,Single,3,East Olivia,NC,Nicaragua,2
1325,35,Non-binary,PhD,Single,3,East Brandon,OR,Maldives,1
1326,53,Non-binary,High School,Married,3,West Emily,MA,Yemen,1
1327,56,Female,Bachelor's,Widowed,3,Robertport,TN,Central African Republic,2
1328,22,Male,High School,Single,4,Lake Carolynhaven,WI,Slovakia (Slovak Republic),2
1329,36,Female,High School,Married,3,Nixonberg,PR,Nauru,2
1330,21,Male,High School,Divorced,3,Lake Blake,CT,Lithuania,0
1331,45,Non-binary,Master's,Divorced,2,Calebstad,IA,Liechtenstein,1
1332,23,Non-binary,Master's,Widowed,4,Jasonview,MA,Romania,0
1333,31,Non-binary,Bachelor's,Divorced,2,South Christopher,FM,Saint Helena,0
1334,66,Non-binary,Master's,Divorced,1,Port Nataliebury,AR,Chile,2
1335,57,Non-binary,Master's,Divorced,2,North Amber,MN,Iran,2
1336,30,Non-binary,Master's,Widowed,1,South Allisontown,NJ,Ireland,1
1337,41,Male,Master's,Widowed,3,Lake Ashley,OK,Luxembourg,1
1338,62,Male,PhD,Widowed,1,Mariaberg,UT,United States of America,0
1339,19,Non-binary,Bachelor's,Married,4,Aaronchester,AK,Equatorial Guinea,1
1340,43,Female,Bachelor's,Married,2,Welchland,AZ,Congo,1
1341,46,Female,Bachelor's,Widowed,3,Lake Frank,AS,Spain,0
1342,66,Non-binary,High School,Single,4,Kellychester,HI,Gibraltar,2
1343,34,Male,Master's,Married,2,West Michaelshire,MA,Congo,1
1344,62,Non-binary,High School,Married,1,North Kayla,MI,Cyprus,1
1345,60,Male,High School,Married,2,West Julie,AL,Tunisia,2
1346,21,Female,High School,Divorced,2,North Nancy,SD,Cape Verde,0
1347,27,Non-binary,High School,Single,3,Thomashaven,MO,Togo,2
1348,25,Female,PhD,Divorced,1,Taylorberg,DC,Sierra Leone,2
1349,59,Female,High School,Married,4,West Angelaberg,OR,Canada,0
1350,20,Male,Master's,Widowed,3,Lisaton,TN,Grenada,1
1351,40,Male,High School,Divorced,4,Lake Nicholas,NC,Mauritania,2
1352,21,Non-binary,PhD,Widowed,0,Pricechester,CT,Haiti,0
1353,24,Male,High School,Married,1,Ochoamouth,IA,Bulgaria,1
1354,18,Non-binary,Master's,Widowed,4,West Elizabeth,PR,Macao,2
1355,31,Female,Bachelor's,Married,0,Port Rachel,UT,Pakistan,0
1356,47,Non-binary,PhD,Married,0,Chavezmouth,PA,Cuba,1
1357,39,Male,PhD,Widowed,3,Lake Lee,WI,Madagascar,0
1358,60,Non-binary,High School,Divorced,0,Lake Whitneyport,NH,Saudi Arabia,2
1359,38,Male,PhD,Married,4,New Donald,ME,Norfolk Island,2
1360,21,Male,Bachelor's,Married,1,West Ian,MA,United Kingdom,1
1361,54,Non-binary,Master's,Widowed,4,Teresaview,WA,Switzerland,0
1362,50,Female,Bachelor's,Widowed,2,Jessicaville,NC,Slovakia (Slovak Republic),1
1363,56,Non-binary,Master's,Widowed,3,West Melissa,NM,Vanuatu,2
1364,37,Female,Master's,Divorced,1,East Pamela,OK,Dominican Republic,2
1365,62,Non-binary,PhD,Widowed,0,Holmeshaven,AS,New Caledonia,1
1366,37,Non-binary,PhD,Married,2,New Stefanie,SC,Bhutan,0
1367,19,Male,High School,Single,1,Lake Robert,WA,Indonesia,0
1368,66,Female,PhD,Widowed,4,Port Vincentland,PR,Kenya,2
1369,67,Non-binary,Master's,Widowed,1,Joannton,WY,Niger,1
1370,53,Non-binary,PhD,Widowed,3,Woodwardport,MA,Italy,2
1371,32,Male,PhD,Married,1,Port Juanshire,KS,Zimbabwe,2
1372,40,Non-binary,High School,Married,4,West Thomasmouth,LA,Falkland Islands (Malvinas),1
1373,47,Male,High School,Widowed,4,East Jason,PW,Spain,1
1374,61,Male,Master's,Widowed,0,Jillianchester,SD,Gibraltar,2
1375,21,Male,Bachelor's,Divorced,2,North Loristad,MS,New Caledonia,1
1376,50,Female,PhD,Divorced,2,Alisonton,RI,Ethiopia,2
1377,29,Male,Master's,Single,2,East Mary,IN,Liberia,2
1378,54,Female,Master's,Widowed,4,Charlesville,UT,Croatia,2
1379,37,Non-binary,Bachelor's,Widowed,1,Andersonport,LA,Thailand,2
1380,68,Female,Master's,Married,1,Emmaberg,NC,Chile,1
1381,30,Female,High School,Divorced,3,Lake Dustinberg,NC,Netherlands,2
1382,20,Female,Master's,Widowed,4,Wilkersonmouth,WI,Slovenia,0
1383,38,Female,High School,Divorced,0,Lake Travis,MI,Ethiopia,1
1384,40,Female,High School,Divorced,2,New Roberttown,NC,Slovakia (Slovak Republic),1
1385,64,Non-binary,High School,Single,2,Vasquezside,GA,Jordan,2
1386,27,Male,PhD,Married,2,Johnville,TX,Sudan,1
1387,59,Female,Bachelor's,Single,2,Evansview,MS,Mozambique,0
1388,57,Male,Bachelor's,Single,3,North Jessica,AZ,Brunei Darussalam,2
1389,57,Male,PhD,Divorced,1,Brownland,MD,Cayman Islands,1
1390,30,Female,Master's,Single,2,Hamiltonton,MD,Honduras,0
1391,64,Female,High School,Married,1,Davidland,WV,Philippines,2
1392,43,Female,PhD,Widowed,2,Lake Sarahhaven,MN,Czech Republic,1
1393,45,Male,Bachelor's,Divorced,0,Crawfordberg,PA,Tajikistan,0
1394,57,Non-binary,High School,Married,2,Hoganstad,WA,Madagascar,1
1395,35,Non-binary,High School,Widowed,0,East Scott,DE,United States Minor Outlying Islands,0
1396,40,Non-binary,PhD,Widowed,2,North Ryan,CA,Isle of Man,1
1397,69,Non-binary,PhD,Widowed,1,South Thomas,NE,Liberia,2
1398,50,Non-binary,Bachelor's,Widowed,0,Carpentertown,NJ,Burundi,1
1399,53,Female,Bachelor's,Single,3,Scottchester,VT,Palestinian Territory,1
1400,23,Non-binary,Master's,Divorced,3,Port Crystalburgh,MA,Qatar,2
1401,24,Non-binary,Master's,Divorced,2,Mathewschester,CA,Denmark,0
1402,51,Non-binary,Bachelor's,Married,0,West Glen,IL,Latvia,2
1403,50,Male,Bachelor's,Divorced,1,North Sethland,MN,Korea,2
1404,50,Female,Master's,Divorced,2,Sheilashire,OR,United States Virgin Islands,1
1405,57,Male,Bachelor's,Widowed,2,Royhaven,MN,Malawi,0
1406,34,Male,Master's,Single,0,South Amberport,NM,Russian Federation,1
1407,64,Female,Master's,Single,4,Port Elizabeth,SC,Zambia,0
1408,66,Male,High School,Divorced,2,Beckhaven,DC,Colombia,1
1409,18,Female,High School,Single,0,Saramouth,MI,Yemen,0
1410,51,Non-binary,High School,Single,2,Hannahmouth,MI,Azerbaijan,2
1411,62,Non-binary,PhD,Widowed,0,Johnsonburgh,DE,Brunei Darussalam,0
1412,64,Non-binary,PhD,Married,2,Charlesport,HI,Kuwait,0
1413,63,Female,Bachelor's,Single,1,North Kimberlyfort,ID,Ireland,0
1414,46,Female,Bachelor's,Widowed,2,Joshuatown,WV,Pakistan,1
1415,49,Male,High School,Widowed,0,West Crystal,KY,Holy See (Vatican City State),1
1416,60,Female,High School,Married,0,Antonioshire,MP,Bosnia and Herzegovina,2
1417,63,Non-binary,Bachelor's,Widowed,2,Goldenfort,ID,Nigeria,0
1418,22,Female,PhD,Single,4,Brentville,LA,Bulgaria,2
1419,30,Non-binary,PhD,Married,2,East Jesusland,GA,Yemen,0
1420,40,Female,Master's,Widowed,2,Raymondton,MI,Falkland Islands (Malvinas),1
1421,30,Non-binary,High School,Divorced,1,Gravesfort,TX,Greece,0
1422,40,Non-binary,Master's,Divorced,4,Dianahaven,ME,Cambodia,0
1423,45,Female,PhD,Married,1,Connermouth,MH,Puerto Rico,0
1424,62,Male,Bachelor's,Divorced,2,Russellburgh,AL,Egypt,2
1425,65,Male,Master's,Widowed,4,East Michaelview,VI,Christmas Island,1
1426,58,Non-binary,Master's,Widowed,2,Rebeccaview,PW,Greenland,2
1427,44,Male,PhD,Single,2,Thomasland,IA,Cambodia,2
1428,31,Male,Bachelor's,Widowed,3,Port Richardview,IA,Benin,1
1429,68,Female,Master's,Single,2,Jamestown,WY,Luxembourg,0
1430,30,Male,Master's,Widowed,4,New Whitneyville,WV,Antigua and Barbuda,1
1431,62,Non-binary,Bachelor's,Divorced,0,Philipberg,ID,Tuvalu,2
1432,43,Male,PhD,Married,4,South Reginaldchester,KS,Saudi Arabia,0
1433,51,Female,Bachelor's,Divorced,1,West Herbertfurt,MN,Libyan Arab Jamahiriya,0
1434,47,Female,High School,Single,3,East Alison,OK,French Polynesia,2
1435,61,Non-binary,Bachelor's,Single,2,Jonathanberg,GU,Afghanistan,2
1436,61,Male,Master's,Divorced,0,Robinbury,IL,Brazil,0
1437,60,Female,PhD,Widowed,0,Popemouth,AS,Tokelau,1
1438,56,Male,Bachelor's,Divorced,2,Alexanderport,RI,Niger,1
1439,63,Female,Master's,Married,1,Payneton,MA,Montenegro,2
1440,48,Female,High School,Married,2,Michaelside,TX,Saint Vincent and the Grenadines,2
1441,37,Female,High School,Divorced,1,Clarkeland,LA,Israel,1
1442,64,Male,High School,Widowed,2,Port Jonathan,MH,Jamaica,1
1443,67,Female,High School,Married,2,Lake Adam,SC,Western Sahara,0
1444,23,Female,High School,Single,1,Lake Cynthia,ID,Guernsey,1
1445,22,Male,Master's,Widowed,2,Port Shelby,CT,Seychelles,0
1446,68,Non-binary,PhD,Divorced,0,New Tony,GA,Indonesia,1
1447,67,Male,PhD,Married,2,Davilaton,KS,Niger,1
1448,21,Non-binary,PhD,Single,3,Kimberlyburgh,MP,Andorra,2
1449,68,Female,Bachelor's,Single,0,East Gregoryborough,MD,Cocos (Keeling) Islands,2
1450,41,Female,PhD,Widowed,4,Lake Alexis,CO,Wallis and Futuna,1
1451,57,Male,Master's,Single,0,Port Jose,MN,Antarctica (the territory South of 60 deg S),2
1452,69,Non-binary,Master's,Widowed,3,Birdshire,WV,Comoros,0
1453,30,Male,PhD,Married,4,Patriciaburgh,WV,Nigeria,0
1454,63,Female,High School,Widowed,2,Jonesberg,WV,Haiti,1
1455,35,Female,High School,Married,0,Phelpshaven,AL,Czech Republic,1
1456,34,Male,Master's,Single,2,Willisland,KY,Central African Republic,0
1457,57,Male,Bachelor's,Widowed,4,Lisaville,PR,Turks and Caicos Islands,0
1458,19,Non-binary,Master's,Married,2,Williamtown,UT,Sudan,1
1459,59,Non-binary,Master's,Divorced,1,Jessicaville,KS,Bosnia and Herzegovina,1
1460,57,Female,Bachelor's,Married,2,New Maria,NH,Afghanistan,1
1461,65,Non-binary,High School,Divorced,3,Josephburgh,GU,British Indian Ocean Territory (Chagos Archipelago),1
1462,45,Female,PhD,Widowed,1,Emilyport,WY,Congo,0
1463,24,Male,Bachelor's,Divorced,2,Arellanotown,NE,Reunion,1
1464,50,Non-binary,PhD,Married,4,West Jonathan,MH,Bhutan,1
1465,41,Female,PhD,Single,1,Thomasstad,AZ,Lesotho,1
1466,35,Female,Master's,Divorced,0,Stephensshire,TX,Somalia,2
1467,21,Female,PhD,Widowed,4,South Sheena,KS,North Macedonia,2
1468,58,Female,High School,Divorced,3,Vegafurt,NJ,Niue,2
1469,23,Female,Master's,Divorced,1,Donaldsonfort,NC,Cuba,0
1470,48,Female,PhD,Widowed,0,Hardingtown,TX,Holy See (Vatican City State),2
1471,62,Female,PhD,Divorced,3,North Tammyview,MT,United States Virgin Islands,1
1472,55,Female,Bachelor's,Single,1,Dianastad,NE,Western Sahara,0
1473,56,Non-binary,Master's,Widowed,4,New Carol,MD,New Caledonia,0
1474,56,Non-binary,Master's,Single,2,Port Anthonyland,TN,Solomon Islands,0
1475,30,Non-binary,Bachelor's,Widowed,1,East Maryburgh,GU,Niue,0
1476,37,Male,Bachelor's,Divorced,3,East Lisaville,DE,Eritrea,1
1477,26,Male,PhD,Widowed,0,Underwoodhaven,MN,Namibia,1
1478,19,Female,Bachelor's,Single,2,Lake Michael,VT,Nicaragua,1
1479,50,Non-binary,Master's,Single,2,West Shelly,CO,Georgia,2
1480,65,Female,PhD,Married,3,Jeffersonville,TX,Australia,0
1481,38,Male,High School,Divorced,3,Stephenland,MO,Spain,1
1482,21,Non-binary,High School,Divorced,2,Jasonfort,HI,Tokelau,1
1483,41,Female,Bachelor's,Married,2,Donaldshire,CO,Rwanda,0
1484,67,Non-binary,Bachelor's,Divorced,3,West Lauriebury,FL,Ethiopia,2
1485,38,Female,PhD,Widowed,2,Johnmouth,AL,Solomon Islands,1
1486,64,Non-binary,PhD,Single,1,Port Laurenport,OH,Hungary,0
1487,57,Female,PhD,Divorced,2,New Laurahaven,NE,Benin,1
1488,63,Female,PhD,Widowed,0,Leeville,MO,Turks and Caicos Islands,2
1489,62,Non-binary,Master's,Divorced,1,West Valerieburgh,TX,Macao,2
1490,25,Non-binary,PhD,Divorced,4,Lake Stephanieberg,SC,French Guiana,0
1491,64,Female,High School,Single,2,Michaelstad,MN,British Indian Ocean Territory (Chagos Archipelago),0
1492,30,Male,Master's,Single,2,Mccallville,VA,Bangladesh,1
1493,62,Male,High School,Single,4,Mcdonaldhaven,NE,Western Sahara,2
1494,25,Male,Master's,Single,4,North Thomasmouth,NV,Sweden,1
1495,24,Non-binary,Master's,Single,0,Adamburgh,MN,Dominica,1
1496,43,Non-binary,High School,Single,2,Debraland,MS,Uzbekistan,2
1497,38,Female,Master's,Widowed,0,Robinsonmouth,ME,Guinea-Bissau,0
1498,42,Non-binary,Bachelor's,Widowed,4,South Brittany,KY,Mozambique,0
1499,35,Male,PhD,Married,0,South Amanda,NM,Ukraine,2
1500,53,Male,Master's,Widowed,0,New Luischester,MS,Palau,1
1501,66,Non-binary,High School,Divorced,0,Lake Kathleen,NC,Qatar,1
1502,60,Female,PhD,Widowed,2,Christinafort,TN,Saint Lucia,2
1503,64,Female,Master's,Divorced,1,Port Jacqueline,PR,Korea,0
1504,51,Non-binary,Master's,Divorced,4,East Michael,SD,Israel,1
1505,32,Female,Master's,Married,2,South Rickychester,NV,Cameroon,1
1506,42,Male,High School,Divorced,4,Johnsonfurt,UT,Cuba,0
1507,53,Non-binary,High School,Divorced,2,West Katiefort,DE,Rwanda,2
1508,31,Female,PhD,Divorced,1,New Michael,WA,Malawi,1
1509,19,Non-binary,High School,Single,4,New Jennifertown,ID,Russian Federation,0
1510,19,Non-binary,Bachelor's,Widowed,3,North Douglasmouth,PW,Barbados,1
1511,46,Male,PhD,Divorced,3,Mirandaburgh,MO,Japan,1
1512,43,Non-binary,High School,Widowed,1,Victorfort,RI,El Salvador,2
1513,32,Non-binary,PhD,Single,2,Port Lauraport,GU,Germany,0
1514,45,Non-binary,Bachelor's,Married,4,Webbberg,MT,Hong Kong,1
1515,43,Male,High School,Single,4,North Amber,TX,Peru,2
1516,46,Non-binary,Master's,Married,2,Garciafurt,OK,Samoa,2
1517,47,Non-binary,High School,Single,4,Dickersonfort,MP,Palau,0
1518,54,Female,Bachelor's,Married,2,Jonathanburgh,MP,Cyprus,2
1519,29,Non-binary,PhD,Married,2,New Amanda,NV,Luxembourg,0
1520,28,Female,Bachelor's,Married,2,New Eduardo,MS,Mexico,0
1521,18,Male,Master's,Widowed,2,West Jamie,DC,Chile,2
1522,62,Non-binary,Bachelor's,Widowed,0,Bairdhaven,SD,Trinidad and Tobago,1
1523,21,Female,High School,Divorced,3,Leeton,GA,Tajikistan,1
1524,40,Male,PhD,Divorced,2,Alexanderport,DE,Cyprus,1
1525,39,Female,High School,Divorced,0,Smithfort,KS,Mali,0
1526,57,Female,High School,Widowed,3,Parkerbury,OK,British Indian Ocean Territory (Chagos Archipelago),2
1527,35,Male,High School,Single,4,Lake Jenniferbury,RI,United States Virgin Islands,1
1528,65,Non-binary,Master's,Married,1,South Jordan,OH,Austria,0
1529,65,Non-binary,Master's,Married,2,Matthewmouth,TX,Bosnia and Herzegovina,2
1530,24,Male,Bachelor's,Married,4,Port Christineshire,MP,North Macedonia,2
1531,35,Male,High School,Married,2,Michaelborough,PA,Hungary,2
1532,26,Male,PhD,Divorced,4,Port Joshua,GA,Grenada,0
1533,20,Female,Master's,Married,2,Jasonstad,ND,Gabon,0
1534,62,Female,PhD,Widowed,2,New Tyler,GU,Jordan,0
1535,40,Male,PhD,Single,2,Alexandriaville,AS,Philippines,2
1536,67,Female,Master's,Married,2,Davidmouth,VI,Mayotte,1
1537,28,Male,Bachelor's,Single,3,South Micheleside,SD,Saint Pierre and Miquelon,0
1538,47,Male,PhD,Single,3,Jacobtown,OK,Montenegro,2
1539,37,Non-binary,High School,Divorced,0,South Nicole,NV,Nauru,1
1540,54,Female,Bachelor's,Divorced,3,Welchborough,NC,Antarctica (the territory South of 60 deg S),2
1541,65,Non-binary,Bachelor's,Widowed,4,South Tinahaven,TX,Jordan,1
1542,52,Non-binary,Bachelor's,Single,2,East Emilyside,GA,Bosnia and Herzegovina,0
1543,38,Male,Bachelor's,Divorced,0,New Shannon,ID,Dominica,2
1544,34,Male,PhD,Single,0,New Erin,PW,Sierra Leone,0
1545,43,Non-binary,Bachelor's,Single,4,Vaughanport,MO,United States Minor Outlying Islands,1
1546,62,Female,High School,Widowed,2,Lake Evelynborough,AR,Guam,0
1547,27,Male,Bachelor's,Single,2,North Robert,FM,Lesotho,2
1548,53,Female,Bachelor's,Divorced,1,Royport,MT,Jamaica,2
1549,35,Male,High School,Single,3,East Joshuafort,GA,Cocos (Keeling) Islands,1
1550,45,Female,Bachelor's,Divorced,4,Lake Johnmouth,NH,Switzerland,0
1551,28,Non-binary,PhD,Divorced,2,Port Connor,RI,Marshall Islands,2
1552,35,Non-binary,Bachelor's,Single,1,Nicholasville,SC,Afghanistan,2
1553,26,Female,PhD,Married,3,Georgefurt,ND,Lao People's Democratic Republic,1
1554,29,Non-binary,High School,Widowed,0,East Kaitlynberg,OK,Andorra,1
1555,61,Non-binary,PhD,Widowed,0,Port Michelle,PR,Philippines,2
1556,58,Female,Master's,Widowed,1,South Brianberg,MA,Swaziland,2
1557,40,Female,PhD,Widowed,2,Lake Michelleton,NE,Ecuador,1
1558,54,Female,High School,Divorced,3,East Ryanville,SC,Niger,1
1559,42,Non-binary,High School,Divorced,2,Craigville,MT,Ecuador,2
1560,58,Non-binary,High School,Married,0,Chelseaport,MN,Mozambique,0
1561,35,Female,High School,Married,1,North Sharonchester,WV,Yemen,0
1562,34,Non-binary,PhD,Single,3,Emilychester,GU,Turkey,2
1563,44,Non-binary,PhD,Married,2,Christopherstad,NY,Central African Republic,1
1564,45,Male,High School,Widowed,2,South Heatherborough,MT,Malawi,2
1565,69,Non-binary,Master's,Single,1,Mendezville,FL,Turks and Caicos Islands,0
1566,34,Non-binary,Master's,Divorced,2,New Brandy,AR,Saudi Arabia,0
1567,51,Female,Master's,Single,1,Antoniochester,ME,Angola,2
1568,18,Male,Master's,Single,4,East Kimberlyton,NC,Brunei Darussalam,1
1569,39,Non-binary,High School,Divorced,3,Brianland,CT,Sri Lanka,1
1570,30,Non-binary,Bachelor's,Widowed,0,Lake Keith,WY,Seychelles,2
1571,29,Male,Master's,Married,3,Melissashire,DE,Cape Verde,1
1572,19,Female,Bachelor's,Single,3,West Lawrence,CO,Lithuania,1
1573,61,Female,Bachelor's,Divorced,2,Powersberg,AK,San Marino,2
1574,38,Female,Master's,Divorced,3,Huangside,OK,Taiwan,0
1575,21,Male,High School,Married,2,Davistown,IL,Guinea,2
1576,23,Male,High School,Single,1,Rachelborough,TN,Australia,0
1577,60,Female,Bachelor's,Divorced,4,Natashachester,VA,Nigeria,1
1578,22,Non-binary,Bachelor's,Married,4,West David,MA,Romania,1
